Sales_Order_Document,Sales_Organization,Article,Size_Grid_Value,Requested_Delivery_Date,Sales_Order_Qty
33357443376401,417600,F503035,640,14-06-2021,2
33357443376601,417600,F503035,660,14-06-2021,2
33357443376801,417600,F503035,680,14-06-2021,2
33357476315601,417600,F503035,560,01-06-2021,2
33357476315801,417600,F503035,580,01-06-2021,3
33357476316001,417600,F503035,600,01-06-2021,4
33357476316201,417600,F503035,620,01-06-2021,6
33357476316401,417600,F503035,640,01-06-2021,7
33357476316601,417600,F503035,660,01-06-2021,7
33357476316801,417600,F503035,680,01-06-2021,5
33357476317001,417600,F503035,700,01-06-2021,3
33357476317201,417600,F503035,720,01-06-2021,2
33357578645401,417600,F503035,540,15-07-2021,32
33357578645601,417600,F503035,560,15-07-2021,72
33357578645801,417600,F503035,580,15-07-2021,96
33357578646001,417600,F503035,600,15-07-2021,120
33357578646201,417600,F503035,620,15-07-2021,104
33357578646401,417600,F503035,640,15-07-2021,112
33357578646601,417600,F503035,660,15-07-2021,128
33357578646801,417600,F503035,680,15-07-2021,80
33357578647001,417600,F503035,700,15-07-2021,40
33357578647201,417600,F503035,720,15-07-2021,16
33357599706001,417600,F503035,600,19-07-2021,1
33357599706201,417600,F503035,620,19-07-2021,1
33357599706401,417600,F503035,640,19-07-2021,1
33357599706601,417600,F503035,660,19-07-2021,1
33357599706801,417600,F503035,680,19-07-2021,1
33357599707001,417600,F503035,700,19-07-2021,1
33357599736001,417600,F503035,600,16-08-2021,1
33357599736201,417600,F503035,620,16-08-2021,1
33357599736401,417600,F503035,640,16-08-2021,1
33357599736601,417600,F503035,660,16-08-2021,1
33357599736801,417600,F503035,680,16-08-2021,1
33357599737001,417600,F503035,700,16-08-2021,1
33357690305401,417600,F503035,540,15-07-2021,10
33357690305601,417600,F503035,560,15-07-2021,12
33357690305801,417600,F503035,580,15-07-2021,15
33357690306001,417600,F503035,600,15-07-2021,12
33357690306201,417600,F503035,620,15-07-2021,17
33357690306401,417600,F503035,640,15-07-2021,18
33357690306601,417600,F503035,660,15-07-2021,15
33357690306801,417600,F503035,680,15-07-2021,10
33357690307001,417600,F503035,700,15-07-2021,10
33357691535601,417600,F503035,560,16-09-2021,1
33357691535801,417600,F503035,580,16-09-2021,1
33357691536001,417600,F503035,600,16-09-2021,1
33357691536201,417600,F503035,620,16-09-2021,2
33357691536401,417600,F503035,640,16-09-2021,3
33357691536601,417600,F503035,660,16-09-2021,3
33357691536801,417600,F503035,680,16-09-2021,1
33357743796001,417600,F503035,600,16-07-2021,1
33357743796201,417600,F503035,620,16-07-2021,2
33357743796401,417600,F503035,640,16-07-2021,3
33357743796601,417600,F503035,660,16-07-2021,3
33357743796801,417600,F503035,680,16-07-2021,1
33357743797001,417600,F503035,700,16-07-2021,1
33357743797201,417600,F503035,720,16-07-2021,1
33357834155401,417600,F503035,540,15-07-2021,1
33357834155601,417600,F503035,560,15-07-2021,1
33357834155801,417600,F503035,580,15-07-2021,1
33357834156001,417600,F503035,600,15-07-2021,1
33357834156201,417600,F503035,620,15-07-2021,1
33357834156401,417600,F503035,640,15-07-2021,1
33357834156601,417600,F503035,660,15-07-2021,1
33357834156801,417600,F503035,680,15-07-2021,1
33357834157001,417600,F503035,700,15-07-2021,1
33357834185401,417600,F503035,540,15-07-2021,2
33357834185601,417600,F503035,560,15-07-2021,2
33357834185801,417600,F503035,580,15-07-2021,2
33357834186001,417600,F503035,600,15-07-2021,2
33357834186201,417600,F503035,620,15-07-2021,2
33357834186401,417600,F503035,640,15-07-2021,2
33357834186601,417600,F503035,660,15-07-2021,2
33357834186801,417600,F503035,680,15-07-2021,2
33357834187001,417600,F503035,700,15-07-2021,2
33357834215401,417600,F503035,540,01-07-2021,5
33357834215601,417600,F503035,560,01-07-2021,10
33357834215801,417600,F503035,580,01-07-2021,15
33357834216001,417600,F503035,600,01-07-2021,15
33357834216201,417600,F503035,620,01-07-2021,20
33357834216401,417600,F503035,640,01-07-2021,30
33357834216601,417600,F503035,660,01-07-2021,30
33357834216801,417600,F503035,680,01-07-2021,20
33357834217001,417600,F503035,700,01-07-2021,5
33357834245401,417600,F503035,540,15-07-2021,1
33357834245601,417600,F503035,560,15-07-2021,1
33357834245801,417600,F503035,580,15-07-2021,1
33357834246001,417600,F503035,600,15-07-2021,1
33357834246201,417600,F503035,620,15-07-2021,1
33357834246401,417600,F503035,640,15-07-2021,1
33357834246601,417600,F503035,660,15-07-2021,1
33357834246801,417600,F503035,680,15-07-2021,1
33357834247001,417600,F503035,700,15-07-2021,1
33357835445601,417600,F503035,560,10-06-2021,2
33357835445801,417600,F503035,580,10-06-2021,3
33357835446001,417600,F503035,600,10-06-2021,3
33357835446201,417600,F503035,620,10-06-2021,6
33357835446401,417600,F503035,640,10-06-2021,10
33357835446601,417600,F503035,660,10-06-2021,7
33357835446801,417600,F503035,680,10-06-2021,5
33357835447001,417600,F503035,700,10-06-2021,3
33357835447201,417600,F503035,720,10-06-2021,1
33358130375001,417600,G11T1T6,500,01-07-2021,6
33358130375201,417600,G11T1T6,520,01-07-2021,12
33358130375401,417600,G11T1T6,540,01-07-2021,12
33358130375601,417600,G11T1T6,560,01-07-2021,12
33358130375701,417600,G11T1T6,570,01-07-2021,8
33358300115401,417600,F503035,540,01-06-2021,249
33358300115601,417600,F503035,560,01-06-2021,590
33358300115801,417600,F503035,580,01-06-2021,841
33358300116001,417600,F503035,600,01-06-2021,751
33358300116201,417600,F503035,620,01-06-2021,810
33358300116401,417600,F503035,640,01-06-2021,783
33358300116601,417600,F503035,660,01-06-2021,600
33358300116801,417600,F503035,680,01-06-2021,356
33358300117001,417600,F503035,700,01-06-2021,20
33358304944601,417600,G11T1T6,460,02-08-2021,1
33358304944701,417600,G11T1T6,470,02-08-2021,1
33358304944801,417600,G11T1T6,480,02-08-2021,1
33358304944901,417600,G11T1T6,490,02-08-2021,1
33358304945001,417600,G11T1T6,500,02-08-2021,3
33358304945201,417600,G11T1T6,520,02-08-2021,3
33358304945401,417600,G11T1T6,540,02-08-2021,4
33358304945601,417600,G11T1T6,560,02-08-2021,4
33358304945701,417600,G11T1T6,570,02-08-2021,2
33358358045401,417600,F503035,540,01-07-2021,5
33358358045601,417600,F503035,560,01-07-2021,4
33358358045801,417600,F503035,580,01-07-2021,6
33358358046001,417600,F503035,600,01-07-2021,7
33358358046201,417600,F503035,620,01-07-2021,10
33358358046401,417600,F503035,640,01-07-2021,15
33358358046601,417600,F503035,660,01-07-2021,11
33358358046801,417600,F503035,680,01-07-2021,7
33358358047001,417600,F503035,700,01-07-2021,4
33358358047201,417600,F503035,720,01-07-2021,2
33358358075401,417600,F503035,540,02-08-2021,5
33358358075601,417600,F503035,560,02-08-2021,4
33358358075801,417600,F503035,580,02-08-2021,6
33358358076001,417600,F503035,600,02-08-2021,7
33358358076201,417600,F503035,620,02-08-2021,10
33358358076401,417600,F503035,640,02-08-2021,14
33358358076601,417600,F503035,660,02-08-2021,11
33358358076801,417600,F503035,680,02-08-2021,7
33358358077001,417600,F503035,700,02-08-2021,4
33358358135401,417600,F503035,540,01-07-2021,5
33358358135601,417600,F503035,560,01-07-2021,4
33358358135801,417600,F503035,580,01-07-2021,6
33358358136001,417600,F503035,600,01-07-2021,7
33358358136201,417600,F503035,620,01-07-2021,10
33358358136401,417600,F503035,640,01-07-2021,15
33358358136601,417600,F503035,660,01-07-2021,11
33358358136801,417600,F503035,680,01-07-2021,7
33358358137001,417600,F503035,700,01-07-2021,4
33358358137201,417600,F503035,720,01-07-2021,2
33358358195401,417600,F503035,540,01-06-2021,12
33358358195601,417600,F503035,560,01-06-2021,7
33358358195801,417600,F503035,580,01-06-2021,13
33358358196001,417600,F503035,600,01-06-2021,16
33358358196201,417600,F503035,620,01-06-2021,21
33358358196401,417600,F503035,640,01-06-2021,32
33358358196601,417600,F503035,660,01-06-2021,23
33358358196801,417600,F503035,680,01-06-2021,14
33358358197001,417600,F503035,700,01-06-2021,7
33358358197201,417600,F503035,720,01-06-2021,3
33358358345401,417600,F503035,540,02-08-2021,5
33358358345601,417600,F503035,560,02-08-2021,4
33358358345801,417600,F503035,580,02-08-2021,6
33358358346001,417600,F503035,600,02-08-2021,7
33358358346201,417600,F503035,620,02-08-2021,9
33358358346401,417600,F503035,640,02-08-2021,14
33358358346601,417600,F503035,660,02-08-2021,10
33358358346801,417600,F503035,680,02-08-2021,6
33358358347001,417600,F503035,700,02-08-2021,4
33358358375401,417600,F503035,540,01-06-2021,12
33358358375601,417600,F503035,560,01-06-2021,9
33358358375801,417600,F503035,580,01-06-2021,14
33358358376001,417600,F503035,600,01-06-2021,16
33358358376201,417600,F503035,620,01-06-2021,23
33358358376401,417600,F503035,640,01-06-2021,33
33358358376601,417600,F503035,660,01-06-2021,25
33358358376801,417600,F503035,680,01-06-2021,15
33358358377001,417600,F503035,700,01-06-2021,9
33358358377201,417600,F503035,720,01-06-2021,3
33358358495401,417600,F503035,540,01-06-2021,12
33358358495601,417600,F503035,560,01-06-2021,9
33358358495801,417600,F503035,580,01-06-2021,14
33358358496001,417600,F503035,600,01-06-2021,16
33358358496201,417600,F503035,620,01-06-2021,23
33358358496401,417600,F503035,640,01-06-2021,33
33358358496601,417600,F503035,660,01-06-2021,25
33358358496801,417600,F503035,680,01-06-2021,15
33358358497001,417600,F503035,700,01-06-2021,9
33358358497201,417600,F503035,720,01-06-2021,3
33358358615401,417600,F503035,540,01-07-2021,5
33358358615601,417600,F503035,560,01-07-2021,3
33358358615801,417600,F503035,580,01-07-2021,6
33358358616001,417600,F503035,600,01-07-2021,7
33358358616201,417600,F503035,620,01-07-2021,10
33358358616401,417600,F503035,640,01-07-2021,14
33358358616601,417600,F503035,660,01-07-2021,11
33358358616801,417600,F503035,680,01-07-2021,6
33358358617001,417600,F503035,700,01-07-2021,3
33358358617201,417600,F503035,720,01-07-2021,2
33358358645401,417600,F503035,540,01-06-2021,12
33358358645601,417600,F503035,560,01-06-2021,9
33358358645801,417600,F503035,580,01-06-2021,14
33358358646001,417600,F503035,600,01-06-2021,16
33358358646201,417600,F503035,620,01-06-2021,23
33358358646401,417600,F503035,640,01-06-2021,33
33358358646601,417600,F503035,660,01-06-2021,25
33358358646801,417600,F503035,680,01-06-2021,15
33358358647001,417600,F503035,700,01-06-2021,9
33358358647201,417600,F503035,720,01-06-2021,3
33358358855401,417600,F503035,540,01-06-2021,13
33358358855601,417600,F503035,560,01-06-2021,9
33358358855801,417600,F503035,580,01-06-2021,15
33358358856001,417600,F503035,600,01-06-2021,17
33358358856201,417600,F503035,620,01-06-2021,23
33358358856401,417600,F503035,640,01-06-2021,34
33358358856601,417600,F503035,660,01-06-2021,25
33358358856801,417600,F503035,680,01-06-2021,16
33358358857001,417600,F503035,700,01-06-2021,9
33358358857201,417600,F503035,720,01-06-2021,4
33358358975401,417600,F503035,540,01-06-2021,12
33358358975601,417600,F503035,560,01-06-2021,8
33358358975801,417600,F503035,580,01-06-2021,14
33358358976001,417600,F503035,600,01-06-2021,16
33358358976201,417600,F503035,620,01-06-2021,22
33358358976401,417600,F503035,640,01-06-2021,33
33358358976601,417600,F503035,660,01-06-2021,25
33358358976801,417600,F503035,680,01-06-2021,15
33358358977001,417600,F503035,700,01-06-2021,8
33358358977201,417600,F503035,720,01-06-2021,3
33358359095401,417600,F503035,540,01-07-2021,7
33358359095601,417600,F503035,560,01-07-2021,4
33358359095801,417600,F503035,580,01-07-2021,8
33358359096001,417600,F503035,600,01-07-2021,9
33358359096201,417600,F503035,620,01-07-2021,11
33358359096401,417600,F503035,640,01-07-2021,15
33358359096601,417600,F503035,660,01-07-2021,12
33358359096801,417600,F503035,680,01-07-2021,7
33358359097001,417600,F503035,700,01-07-2021,4
33358359097201,417600,F503035,720,01-07-2021,3
33358359125401,417600,F503035,540,01-07-2021,5
33358359125601,417600,F503035,560,01-07-2021,4
33358359125801,417600,F503035,580,01-07-2021,6
33358359126001,417600,F503035,600,01-07-2021,7
33358359126201,417600,F503035,620,01-07-2021,10
33358359126401,417600,F503035,640,01-07-2021,15
33358359126601,417600,F503035,660,01-07-2021,11
33358359126801,417600,F503035,680,01-07-2021,7
33358359127001,417600,F503035,700,01-07-2021,4
33358359127201,417600,F503035,720,01-07-2021,2
33358359155401,417600,F503035,540,02-08-2021,5
33358359155601,417600,F503035,560,02-08-2021,3
33358359155801,417600,F503035,580,02-08-2021,6
33358359156001,417600,F503035,600,02-08-2021,6
33358359156201,417600,F503035,620,02-08-2021,9
33358359156401,417600,F503035,640,02-08-2021,13
33358359156601,417600,F503035,660,02-08-2021,10
33358359156801,417600,F503035,680,02-08-2021,6
33358359157001,417600,F503035,700,02-08-2021,3
33358370615401,417600,F503035,540,28-06-2021,1
33358370615601,417600,F503035,560,28-06-2021,1
33358370615801,417600,F503035,580,28-06-2021,3
33358370616001,417600,F503035,600,28-06-2021,4
33358370616201,417600,F503035,620,28-06-2021,15
33358370616401,417600,F503035,640,28-06-2021,28
33358370616601,417600,F503035,660,28-06-2021,29
33358370616801,417600,F503035,680,28-06-2021,14
33358370617001,417600,F503035,700,28-06-2021,4
33358370617201,417600,F503035,720,28-06-2021,1
33358378535401,417600,F503035,540,07-06-2021,1
33358378535601,417600,F503035,560,07-06-2021,2
33358378535801,417600,F503035,580,07-06-2021,4
33358378536001,417600,F503035,600,07-06-2021,6
33358378536201,417600,F503035,620,07-06-2021,23
33358378536401,417600,F503035,640,07-06-2021,43
33358378536601,417600,F503035,660,07-06-2021,43
33358378536801,417600,F503035,680,07-06-2021,21
33358378537001,417600,F503035,700,07-06-2021,6
33358378537201,417600,F503035,720,07-06-2021,1
33358391946001,417600,F503035,600,02-08-2021,1
33358391946201,417600,F503035,620,02-08-2021,2
33358391946401,417600,F503035,640,02-08-2021,2
33358391946601,417600,F503035,660,02-08-2021,2
33358391946801,417600,F503035,680,02-08-2021,1
33358453145401,417600,F503035,540,01-10-2021,40
33358453145601,417600,F503035,560,01-10-2021,80
33358453145801,417600,F503035,580,01-10-2021,120
33358453146001,417600,F503035,600,01-10-2021,200
33358453146201,417600,F503035,620,01-10-2021,320
33358453146401,417600,F503035,640,01-10-2021,500
33358453146601,417600,F503035,660,01-10-2021,440
33358453146801,417600,F503035,680,01-10-2021,300
33358453147001,417600,F503035,700,01-10-2021,100
33358453147201,417600,F503035,720,01-10-2021,40
33358484615401,417600,F503035,540,01-11-2021,40
33358484615601,417600,F503035,560,01-11-2021,80
33358484615801,417600,F503035,580,01-11-2021,120
33358484616001,417600,F503035,600,01-11-2021,200
33358484616201,417600,F503035,620,01-11-2021,320
33358484616401,417600,F503035,640,01-11-2021,500
33358484616601,417600,F503035,660,01-11-2021,440
33358484616801,417600,F503035,680,01-11-2021,300
33358484617001,417600,F503035,700,01-11-2021,100
33358484617201,417600,F503035,720,01-11-2021,40
33358494845401,417600,F503035,540,02-08-2021,40
33358494845601,417600,F503035,560,02-08-2021,80
33358494845801,417600,F503035,580,02-08-2021,120
33358494846001,417600,F503035,600,02-08-2021,200
33358494846201,417600,F503035,620,02-08-2021,320
33358494846401,417600,F503035,640,02-08-2021,500
33358494846601,417600,F503035,660,02-08-2021,440
33358494846801,417600,F503035,680,02-08-2021,300
33358494847001,417600,F503035,700,02-08-2021,100
33358494847201,417600,F503035,720,02-08-2021,40
33358494875401,417600,F503035,540,01-06-2021,40
33358494875601,417600,F503035,560,01-06-2021,80
33358494875801,417600,F503035,580,01-06-2021,120
33358494876001,417600,F503035,600,01-06-2021,200
33358494876201,417600,F503035,620,01-06-2021,320
33358494876401,417600,F503035,640,01-06-2021,500
33358494876601,417600,F503035,660,01-06-2021,440
33358494876801,417600,F503035,680,01-06-2021,300
33358494877001,417600,F503035,700,01-06-2021,100
33358494877201,417600,F503035,720,01-06-2021,40
33358699895401,417600,F503035,540,07-06-2021,12
33358699895601,417600,F503035,560,07-06-2021,15
33358699895801,417600,F503035,580,07-06-2021,20
33358699896001,417600,F503035,600,07-06-2021,20
33358699896201,417600,F503035,620,07-06-2021,30
33358699896401,417600,F503035,640,07-06-2021,40
33358699896601,417600,F503035,660,07-06-2021,40
33358699896801,417600,F503035,680,07-06-2021,30
33358699897001,417600,F503035,700,07-06-2021,25
33358699897201,417600,F503035,720,07-06-2021,10
33358734875801,417600,F503035,580,02-06-2021,1
33358734876001,417600,F503035,600,02-06-2021,2
33358734876201,417600,F503035,620,02-06-2021,2
33358734876401,417600,F503035,640,02-06-2021,3
33358734876601,417600,F503035,660,02-06-2021,3
33358734876801,417600,F503035,680,02-06-2021,2
33358734877001,417600,F503035,700,02-06-2021,1
33358756895801,417600,F503035,580,16-07-2021,1
33358756896001,417600,F503035,600,16-07-2021,2
33358756896201,417600,F503035,620,16-07-2021,2
33358756896401,417600,F503035,640,16-07-2021,2
33358756896601,417600,F503035,660,16-07-2021,2
33358756896801,417600,F503035,680,16-07-2021,2
33358756897001,417600,F503035,700,16-07-2021,2
33358756897201,417600,F503035,720,16-07-2021,1
33358794365801,417600,F503035,580,02-06-2021,1
33358794366001,417600,F503035,600,02-06-2021,2
33358794366201,417600,F503035,620,02-06-2021,2
33358794366401,417600,F503035,640,02-06-2021,3
33358794366601,417600,F503035,660,02-06-2021,3
33358794366801,417600,F503035,680,02-06-2021,2
33358794367001,417600,F503035,700,02-06-2021,1
33358832555401,417600,F503035,540,01-06-2021,2
33358832555601,417600,F503035,560,01-06-2021,3
33358832555801,417600,F503035,580,01-06-2021,4
33358832556001,417600,F503035,600,01-06-2021,4
33358832556201,417600,F503035,620,01-06-2021,5
33358832556401,417600,F503035,640,01-06-2021,8
33358832556601,417600,F503035,660,01-06-2021,8
33358832556801,417600,F503035,680,01-06-2021,6
33358832557001,417600,F503035,700,01-06-2021,4
33358832557201,417600,F503035,720,01-06-2021,2
33358832585401,417600,F503035,540,16-08-2021,2
33358832585601,417600,F503035,560,16-08-2021,3
33358832585801,417600,F503035,580,16-08-2021,4
33358832586001,417600,F503035,600,16-08-2021,4
33358832586201,417600,F503035,620,16-08-2021,5
33358832586401,417600,F503035,640,16-08-2021,8
33358832586601,417600,F503035,660,16-08-2021,8
33358832586801,417600,F503035,680,16-08-2021,6
33358832587001,417600,F503035,700,16-08-2021,4
33358832587201,417600,F503035,720,16-08-2021,2
33358846595401,417600,F503035,540,16-08-2021,1
33358846595601,417600,F503035,560,16-08-2021,1
33358846595801,417600,F503035,580,16-08-2021,2
33358846596001,417600,F503035,600,16-08-2021,1
33358846596201,417600,F503035,620,16-08-2021,1
33358846596401,417600,F503035,640,16-08-2021,2
33358846596601,417600,F503035,660,16-08-2021,1
33358846596801,417600,F503035,680,16-08-2021,1
33359059325401,417600,F503035,540,28-06-2021,6
33359059325601,417600,F503035,560,28-06-2021,8
33359059325801,417600,F503035,580,28-06-2021,12
33359059326001,417600,F503035,600,28-06-2021,14
33359059326201,417600,F503035,620,28-06-2021,28
33359059326401,417600,F503035,640,28-06-2021,27
33359059326601,417600,F503035,660,28-06-2021,10
33359059326801,417600,F503035,680,28-06-2021,9
33359059327001,417600,F503035,700,28-06-2021,8
33359059327201,417600,F503035,720,28-06-2021,3
33359107235801,417600,F503035,580,16-07-2021,1
33359107236001,417600,F503035,600,16-07-2021,1
33359107236201,417600,F503035,620,16-07-2021,3
33359107236401,417600,F503035,640,16-07-2021,3
33359107236601,417600,F503035,660,16-07-2021,3
33359107236801,417600,F503035,680,16-07-2021,3
33359107237001,417600,F503035,700,16-07-2021,1
33359349785401,417600,F503035,540,18-10-2021,1
33359349785601,417600,F503035,560,18-10-2021,1
33359349785801,417600,F503035,580,18-10-2021,3
33359349786001,417600,F503035,600,18-10-2021,4
33359349786201,417600,F503035,620,18-10-2021,16
33359349786401,417600,F503035,640,18-10-2021,31
33359349786601,417600,F503035,660,18-10-2021,32
33359349786801,417600,F503035,680,18-10-2021,16
33359349787001,417600,F503035,700,18-10-2021,5
33359349787201,417600,F503035,720,18-10-2021,1
33359350025401,417600,F503035,540,22-11-2021,1
33359350025601,417600,F503035,560,22-11-2021,2
33359350025801,417600,F503035,580,22-11-2021,4
33359350026001,417600,F503035,600,22-11-2021,6
33359350026201,417600,F503035,620,22-11-2021,23
33359350026401,417600,F503035,640,22-11-2021,43
33359350026601,417600,F503035,660,22-11-2021,43
33359350026801,417600,F503035,680,22-11-2021,21
33359350027001,417600,F503035,700,22-11-2021,6
33359350027201,417600,F503035,720,22-11-2021,1
33359412005401,417600,F503035,540,16-08-2021,1
33359412005601,417600,F503035,560,16-08-2021,2
33359412005801,417600,F503035,580,16-08-2021,3
33359412006001,417600,F503035,600,16-08-2021,5
33359412006201,417600,F503035,620,16-08-2021,21
33359412006401,417600,F503035,640,16-08-2021,36
33359412006601,417600,F503035,660,16-08-2021,37
33359412006801,417600,F503035,680,16-08-2021,19
33359412007001,417600,F503035,700,16-08-2021,5
33359412007201,417600,F503035,720,16-08-2021,1
33359412125601,417600,F503035,560,16-09-2021,1
33359412125801,417600,F503035,580,16-09-2021,2
33359412126001,417600,F503035,600,16-09-2021,2
33359412126201,417600,F503035,620,16-09-2021,8
33359412126401,417600,F503035,640,16-09-2021,17
33359412126601,417600,F503035,660,16-09-2021,17
33359412126801,417600,F503035,680,16-09-2021,9
33359412127001,417600,F503035,700,16-09-2021,3
33359412127201,417600,F503035,720,16-09-2021,1
33359517336001,417600,F503035,600,16-08-2021,1
33359517336201,417600,F503035,620,16-08-2021,1
33359517336401,417600,F503035,640,16-08-2021,1
33359517336601,417600,F503035,660,16-08-2021,1
33359517336801,417600,F503035,680,16-08-2021,1
33359517337001,417600,F503035,700,16-08-2021,1
33359529755401,417600,F503035,540,16-07-2021,2
33359529755601,417600,F503035,560,16-07-2021,2
33359529755801,417600,F503035,580,16-07-2021,2
33359529756001,417600,F503035,600,16-07-2021,2
33359529756201,417600,F503035,620,16-07-2021,2
33359529756401,417600,F503035,640,16-07-2021,2
33359529756601,417600,F503035,660,16-07-2021,2
33359529756801,417600,F503035,680,16-07-2021,2
33359529757001,417600,F503035,700,16-07-2021,2
33359591766201,417600,F503035,620,01-07-2021,18
33359591766401,417600,F503035,640,01-07-2021,36
33359591766601,417600,F503035,660,01-07-2021,36
33359591766801,417600,F503035,680,01-07-2021,18
33359620985401,417600,F503035,540,02-06-2021,1
33359620985601,417600,F503035,560,02-06-2021,1
33359620985801,417600,F503035,580,02-06-2021,2
33359620986001,417600,F503035,600,02-06-2021,2
33359620986201,417600,F503035,620,02-06-2021,2
33359620986401,417600,F503035,640,02-06-2021,2
33359620986601,417600,F503035,660,02-06-2021,2
33359620986801,417600,F503035,680,02-06-2021,1
33359620987001,417600,F503035,700,02-06-2021,1
33359622965601,417600,F503035,560,16-08-2021,1
33359622965801,417600,F503035,580,16-08-2021,1
33359622966001,417600,F503035,600,16-08-2021,1
33359622966201,417600,F503035,620,16-08-2021,1
33359622966401,417600,F503035,640,16-08-2021,1
33359622966601,417600,F503035,660,16-08-2021,1
33359622966801,417600,F503035,680,16-08-2021,1
33359622967001,417600,F503035,700,16-08-2021,1
33359622995601,417600,F503035,560,16-08-2021,1
33359622995801,417600,F503035,580,16-08-2021,1
33359622996001,417600,F503035,600,16-08-2021,1
33359622996201,417600,F503035,620,16-08-2021,1
33359622996401,417600,F503035,640,16-08-2021,1
33359622996601,417600,F503035,660,16-08-2021,1
33359622996801,417600,F503035,680,16-08-2021,1
33359622997001,417600,F503035,700,16-08-2021,1
33359623025601,417600,F503035,560,16-08-2021,1
33359623025801,417600,F503035,580,16-08-2021,1
33359623026001,417600,F503035,600,16-08-2021,1
33359623026201,417600,F503035,620,16-08-2021,1
33359623026401,417600,F503035,640,16-08-2021,1
33359623026601,417600,F503035,660,16-08-2021,1
33359623026801,417600,F503035,680,16-08-2021,1
33359623027001,417600,F503035,700,16-08-2021,1
33359623055601,417600,F503035,560,16-08-2021,1
33359623055801,417600,F503035,580,16-08-2021,1
33359623056001,417600,F503035,600,16-08-2021,1
33359623056201,417600,F503035,620,16-08-2021,1
33359623056401,417600,F503035,640,16-08-2021,1
33359623056601,417600,F503035,660,16-08-2021,1
33359623056801,417600,F503035,680,16-08-2021,1
33359623057001,417600,F503035,700,16-08-2021,1
33359624736001,417600,F503035,600,16-08-2021,1
33359624736201,417600,F503035,620,16-08-2021,2
33359624736401,417600,F503035,640,16-08-2021,2
33359624736601,417600,F503035,660,16-08-2021,2
33359624736801,417600,F503035,680,16-08-2021,1
33359624737001,417600,F503035,700,16-08-2021,1
33359637665001,417600,G11T1T6,500,16-08-2021,1
33359637665201,417600,G11T1T6,520,16-08-2021,1
33359637665401,417600,G11T1T6,540,16-08-2021,2
33359637665601,417600,G11T1T6,560,16-08-2021,2
33359637665701,417600,G11T1T6,570,16-08-2021,1
33359660735601,417600,F503035,560,16-08-2021,1
33359660735801,417600,F503035,580,16-08-2021,1
33359660736001,417600,F503035,600,16-08-2021,1
33359660736201,417600,F503035,620,16-08-2021,1
33359660736401,417600,F503035,640,16-08-2021,1
33359660736601,417600,F503035,660,16-08-2021,1
33359660736801,417600,F503035,680,16-08-2021,1
33359660737001,417600,F503035,700,16-08-2021,1
33359660765601,417600,F503035,560,16-08-2021,1
33359660765801,417600,F503035,580,16-08-2021,1
33359660766001,417600,F503035,600,16-08-2021,1
33359660766201,417600,F503035,620,16-08-2021,1
33359660766401,417600,F503035,640,16-08-2021,1
33359660766601,417600,F503035,660,16-08-2021,1
33359660766801,417600,F503035,680,16-08-2021,1
33359660767001,417600,F503035,700,16-08-2021,1
33359668685601,417600,F503035,560,16-08-2021,1
33359668685801,417600,F503035,580,16-08-2021,1
33359668686001,417600,F503035,600,16-08-2021,1
33359668686201,417600,F503035,620,16-08-2021,1
33359668686401,417600,F503035,640,16-08-2021,1
33359668686601,417600,F503035,660,16-08-2021,1
33359668686801,417600,F503035,680,16-08-2021,1
33359668687001,417600,F503035,700,16-08-2021,1
33359668715601,417600,F503035,560,16-08-2021,1
33359668715801,417600,F503035,580,16-08-2021,1
33359668716001,417600,F503035,600,16-08-2021,1
33359668716201,417600,F503035,620,16-08-2021,1
33359668716401,417600,F503035,640,16-08-2021,1
33359668716601,417600,F503035,660,16-08-2021,1
33359668716801,417600,F503035,680,16-08-2021,1
33359668717001,417600,F503035,700,16-08-2021,1
33359668745601,417600,F503035,560,16-08-2021,1
33359668745801,417600,F503035,580,16-08-2021,1
33359668746001,417600,F503035,600,16-08-2021,1
33359668746201,417600,F503035,620,16-08-2021,1
33359668746401,417600,F503035,640,16-08-2021,1
33359668746601,417600,F503035,660,16-08-2021,1
33359668746801,417600,F503035,680,16-08-2021,1
33359668747001,417600,F503035,700,16-08-2021,1
33359668775601,417600,F503035,560,16-08-2021,1
33359668775801,417600,F503035,580,16-08-2021,1
33359668776001,417600,F503035,600,16-08-2021,1
33359668776201,417600,F503035,620,16-08-2021,1
33359668776401,417600,F503035,640,16-08-2021,1
33359668776601,417600,F503035,660,16-08-2021,1
33359668776801,417600,F503035,680,16-08-2021,1
33359668777001,417600,F503035,700,16-08-2021,1
33359668805601,417600,F503035,560,16-08-2021,1
33359668805801,417600,F503035,580,16-08-2021,1
33359668806001,417600,F503035,600,16-08-2021,1
33359668806201,417600,F503035,620,16-08-2021,1
33359668806401,417600,F503035,640,16-08-2021,1
33359668806601,417600,F503035,660,16-08-2021,1
33359668806801,417600,F503035,680,16-08-2021,1
33359668807001,417600,F503035,700,16-08-2021,1
33359668835601,417600,F503035,560,16-08-2021,1
33359668835801,417600,F503035,580,16-08-2021,1
33359668836001,417600,F503035,600,16-08-2021,1
33359668836201,417600,F503035,620,16-08-2021,1
33359668836401,417600,F503035,640,16-08-2021,1
33359668836601,417600,F503035,660,16-08-2021,1
33359668836801,417600,F503035,680,16-08-2021,1
33359668837001,417600,F503035,700,16-08-2021,1
