Delivery_Note_Header,Sales_Order_Document,Sales_Organization,Actual_Delivery_Date,Delivery_Qty
2327011921,33357599706801,417600,19-07-2021,1
4343101617,33357599707001,417600,19-07-2021,1
1932266380,33357599736001,417600,16-08-2021,1
4242495369,33357599736201,417600,16-08-2021,1
9003314223,33357599736401,417600,16-08-2021,1
2247888881,33357599736601,417600,16-08-2021,1
7682278181,33357599736801,417600,16-08-2021,1
5111866582,33357599737001,417600,16-08-2021,1
4596193185,33357690305401,417600,15-07-2021,10
1198927941,33357690305601,417600,15-07-2021,12
7866649326,33357690305801,417600,15-07-2021,15
9471806831,33357690306001,417600,15-07-2021,12
6172215379,33357690306201,417600,15-07-2021,17
5763952361,33357690306401,417600,15-07-2021,18
7319299537,33357690306601,417600,15-07-2021,15
8159277040,33357690306801,417600,15-07-2021,10
3180870120,33357690307001,417600,15-07-2021,10
9749247715,33357691535601,417600,16-09-2021,1
6539210544,33357691535801,417600,16-09-2021,1
8277235498,33357691536001,417600,16-09-2021,1
4835965985,33357691536201,417600,16-09-2021,2
9504338077,33357691536401,417600,16-09-2021,3
7271195104,33357691536601,417600,16-09-2021,3
7946784578,33357691536801,417600,16-09-2021,1
6392960188,33357743796001,417600,16-07-2021,1
9859279654,33357743796201,417600,16-07-2021,2
7252690922,33357743796401,417600,16-07-2021,3
4003636142,33357743796601,417600,16-07-2021,3
4018854250,33357743796801,417600,16-07-2021,1
6426804210,33357743797001,417600,16-07-2021,1
2006697560,33357743797201,417600,16-07-2021,1
5370832214,33357834155401,417600,15-07-2021,1
1773457090,33357834155601,417600,15-07-2021,1
3097817466,33357834155801,417600,15-07-2021,1
6709871651,33357834156001,417600,15-07-2021,1
3730748858,33357834156201,417600,15-07-2021,1
5975966019,33357834156401,417600,15-07-2021,1
4736993699,33357834156601,417600,15-07-2021,1
2192310989,33357834156801,417600,15-07-2021,1
9506980950,33357834157001,417600,15-07-2021,1
5195629922,33357834185401,417600,15-07-2021,2
2399612267,33357834185601,417600,15-07-2021,2
4903829210,33357834185801,417600,15-07-2021,2
9843597831,33357834186001,417600,15-07-2021,2
5715159913,33357834186201,417600,15-07-2021,2
8828139212,33357834186401,417600,15-07-2021,2
4000524666,33357834186601,417600,15-07-2021,2
1701431934,33357834186801,417600,15-07-2021,2
4935317683,33357834187001,417600,15-07-2021,2
8304861892,33357834215401,417600,01-07-2021,5
4064105189,33357834215601,417600,01-07-2021,10
8351813689,33357834215801,417600,01-07-2021,15
8208662835,33357834216001,417600,01-07-2021,15
4967747289,33357834216201,417600,01-07-2021,20
1259032121,33357834216401,417600,01-07-2021,30
4983902812,33357834216601,417600,01-07-2021,30
3558492276,33357834216801,417600,01-07-2021,20
2664508739,33357834217001,417600,01-07-2021,5
2606810398,33357834245401,417600,15-07-2021,1
5426530622,33357834245601,417600,15-07-2021,1
1579697360,33357834245801,417600,15-07-2021,1
3546506181,33357834246001,417600,15-07-2021,1
1650267780,33357834246201,417600,15-07-2021,1
2993740963,33357834246401,417600,15-07-2021,1
1983767058,33357834246601,417600,15-07-2021,1
4106907811,33357834246801,417600,15-07-2021,1
7131916576,33357834247001,417600,15-07-2021,1
5987042619,33357835445601,417600,10-06-2021,2
4655729918,33357835445801,417600,10-06-2021,3
4309656560,33357835446001,417600,10-06-2021,3
2055542511,33357835446201,417600,10-06-2021,6
7316533499,33357835446401,417600,10-06-2021,10
2958480424,33357835446601,417600,10-06-2021,7
7438022508,33357835446801,417600,10-06-2021,5
8609516230,33357835447001,417600,10-06-2021,3
3725102204,33357835447201,417600,10-06-2021,1
5029640404,33358130375001,417600,01-07-2021,6
5067974990,33358130375201,417600,01-07-2021,12
1506941013,33358130375401,417600,01-07-2021,12
3034387724,33358130375601,417600,01-07-2021,12
5492025950,33358130375701,417600,01-07-2021,8
1527194505,33358300115401,417600,01-06-2021,249
8196763261,33358300115601,417600,01-06-2021,590
9736080773,33358300115801,417600,01-06-2021,841
7781229668,33358300116001,417600,01-06-2021,751
9649523185,33358300116201,417600,01-06-2021,810
2759142903,33358300116401,417600,01-06-2021,783
8859802336,33358300116601,417600,01-06-2021,600
8640643847,33358300116801,417600,01-06-2021,356
4431195430,33358300117001,417600,01-06-2021,20
9503756719,33358304944601,417600,02-08-2021,1
4559172375,33358304944701,417600,02-08-2021,1
1288485922,33358304944801,417600,02-08-2021,1
9800235354,33358304944901,417600,02-08-2021,1
2357596739,33358304945001,417600,02-08-2021,3
6069284179,33358304945201,417600,02-08-2021,3
2948708444,33358304945401,417600,02-08-2021,4
7031513616,33358304945601,417600,02-08-2021,4
6982462900,33358304945701,417600,02-08-2021,2
8231401603,33358358045401,417600,01-07-2021,5
7819461047,33358358045601,417600,01-07-2021,4
2753945581,33358358045801,417600,01-07-2021,6
9956181430,33358358046001,417600,01-07-2021,7
5160948349,33358358046201,417600,01-07-2021,10
9171321909,33358358046401,417600,01-07-2021,15
2463763354,33358358046601,417600,01-07-2021,11
2972232808,33358358046801,417600,01-07-2021,7
6129786884,33358358047001,417600,01-07-2021,4
9032699307,33358358047201,417600,01-07-2021,2
3161899643,33358358075401,417600,02-08-2021,5
6516216598,33358358075601,417600,02-08-2021,4
9554215867,33358358075801,417600,02-08-2021,6
8129628109,33358358076001,417600,02-08-2021,7
5828649171,33358358076201,417600,02-08-2021,10
7848874100,33358358076401,417600,02-08-2021,14
9562288875,33358358076601,417600,02-08-2021,11
8535439649,33358358076801,417600,02-08-2021,7
9733226780,33358358077001,417600,02-08-2021,4
5289892849,33358358135401,417600,01-07-2021,5
1868519428,33358358135601,417600,01-07-2021,4
6179027688,33358358135801,417600,01-07-2021,6
7641249373,33358358136001,417600,01-07-2021,7
3353446324,33358358136201,417600,01-07-2021,10
4183136717,33358358136401,417600,01-07-2021,15
9691625768,33358358136601,417600,01-07-2021,11
6431548827,33358358136801,417600,01-07-2021,7
6197946151,33358358137001,417600,01-07-2021,4
9997269359,33358358137201,417600,01-07-2021,2
5781437230,33358358195401,417600,01-06-2021,12
4151029852,33358358195601,417600,01-06-2021,7
6503516326,33358358195801,417600,01-06-2021,13
8874954260,33358358196001,417600,01-06-2021,16
2186457821,33358358196201,417600,01-06-2021,21
8660651651,33358358196401,417600,01-06-2021,32
8782463166,33358358196601,417600,01-06-2021,23
6721339447,33358358196801,417600,01-06-2021,14
6600369804,33358358197001,417600,01-06-2021,7
1359633040,33358358197201,417600,01-06-2021,3
4513817781,33358358345401,417600,02-08-2021,5
5056573382,33358358345601,417600,02-08-2021,4
3079961528,33358358345801,417600,02-08-2021,6
6832208722,33358358346001,417600,02-08-2021,7
8482742629,33358358346201,417600,02-08-2021,9
3122521620,33358358346401,417600,02-08-2021,14
9588137086,33358358346601,417600,02-08-2021,10
7875194154,33358358346801,417600,02-08-2021,6
6008318057,33358358347001,417600,02-08-2021,4
7424158409,33358358375401,417600,01-06-2021,12
3749782771,33358358375601,417600,01-06-2021,9
9707836484,33358358375801,417600,01-06-2021,14
8422164317,33358358376001,417600,01-06-2021,16
3843386503,33358358376201,417600,01-06-2021,23
6702222651,33358358376401,417600,01-06-2021,33
6575042425,33358358376601,417600,01-06-2021,25
3420663540,33358358376801,417600,01-06-2021,15
7037135745,33358358377001,417600,01-06-2021,9
7104533812,33358358377201,417600,01-06-2021,3
7882145832,33358358495401,417600,01-06-2021,12
2262520484,33358358495601,417600,01-06-2021,9
2061199367,33358358495801,417600,01-06-2021,14
9075840255,33358358496001,417600,01-06-2021,16
4115652874,33358358496201,417600,01-06-2021,23
2622791908,33358358496401,417600,01-06-2021,33
1453314744,33358358496601,417600,01-06-2021,25
6811482636,33358358496801,417600,01-06-2021,15
4931354408,33358358497001,417600,01-06-2021,9
4294969856,33358358497201,417600,01-06-2021,3
6598641608,33358358615401,417600,01-07-2021,5
1267152524,33358358615601,417600,01-07-2021,3
4582842239,33358358615801,417600,01-07-2021,6
2766276397,33358358616001,417600,01-07-2021,7
4379994112,33358358616201,417600,01-07-2021,10
6326513538,33358358616401,417600,01-07-2021,14
5888177431,33358358616601,417600,01-07-2021,11
2292387452,33358358616801,417600,01-07-2021,6
6672347379,33358358617001,417600,01-07-2021,3
5763832113,33358358617201,417600,01-07-2021,2
2819850832,33358358645401,417600,01-06-2021,12
8970617181,33358358645601,417600,01-06-2021,9
5585384841,33358358645801,417600,01-06-2021,14
5601186174,33358358646001,417600,01-06-2021,16
2194104983,33358358646201,417600,01-06-2021,23
1584679267,33358358646401,417600,01-06-2021,33
7368390935,33358358646601,417600,01-06-2021,25
7327330999,33358358646801,417600,01-06-2021,15
1810877076,33358358647001,417600,01-06-2021,9
1576562238,33358358647201,417600,01-06-2021,3
7135579613,33358358855401,417600,01-06-2021,13
9147331955,33358358855601,417600,01-06-2021,9
6652420524,33358358855801,417600,01-06-2021,15
8794049891,33358358856001,417600,01-06-2021,17
9071660653,33358358856201,417600,01-06-2021,23
9749195312,33358358856401,417600,01-06-2021,34
7545681283,33358358856601,417600,01-06-2021,25
4951711831,33358358856801,417600,01-06-2021,16
2008393620,33358358857001,417600,01-06-2021,9
7762296021,33358358857201,417600,01-06-2021,4
5658023878,33358358975401,417600,01-06-2021,12
5210292869,33358358975601,417600,01-06-2021,8
9995802164,33358358975801,417600,01-06-2021,14
8588293732,33358358976001,417600,01-06-2021,16
3088361564,33358358976201,417600,01-06-2021,22
3592391363,33358358976401,417600,01-06-2021,33
1228863485,33358358976601,417600,01-06-2021,25
4767048170,33358358976801,417600,01-06-2021,15
6271024943,33358358977001,417600,01-06-2021,8
5891393724,33358358977201,417600,01-06-2021,3
8374910668,33358359095401,417600,01-07-2021,7
4543966432,33358359095601,417600,01-07-2021,4
1544882319,33358359095801,417600,01-07-2021,8
7004090142,33358359096001,417600,01-07-2021,9
1782766029,33358359096201,417600,01-07-2021,11
6095230820,33358359096401,417600,01-07-2021,15
8999095019,33358359096601,417600,01-07-2021,12
2521860421,33358359096801,417600,01-07-2021,7
1463457976,33358359097001,417600,01-07-2021,4
6246578835,33358359097201,417600,01-07-2021,3
1085230799,33358359125401,417600,01-07-2021,5
2292329105,33358359125601,417600,01-07-2021,4
4476384422,33358359125801,417600,01-07-2021,6
9243385632,33358359126001,417600,01-07-2021,7
1065510297,33358359126201,417600,01-07-2021,10
8723763870,33358359126401,417600,01-07-2021,15
5416921061,33358359126601,417600,01-07-2021,11
2735859545,33358359126801,417600,01-07-2021,7
3913874568,33358359127001,417600,01-07-2021,4
8596288782,33358359127201,417600,01-07-2021,2
9976098436,33358359155401,417600,02-08-2021,5
4422466975,33358359155601,417600,02-08-2021,3
1208819502,33358359155801,417600,02-08-2021,6
4222589717,33358359156001,417600,02-08-2021,6
2975073292,33358359156201,417600,02-08-2021,9
2187090912,33358359156401,417600,02-08-2021,13
4865674979,33358359156601,417600,02-08-2021,10
3290142776,33358359156801,417600,02-08-2021,6
5994256984,33358359157001,417600,02-08-2021,3
3304079094,33358370615401,417600,28-06-2021,1
2355477608,33358370615601,417600,28-06-2021,1
5063670629,33358370615801,417600,28-06-2021,3
5536393215,33358370616001,417600,28-06-2021,4
8416563578,33358370616201,417600,28-06-2021,15
5121564863,33358370616401,417600,28-06-2021,28
3735469101,33358370616601,417600,28-06-2021,29
8417619609,33358370616801,417600,28-06-2021,14
1802547825,33358370617001,417600,28-06-2021,4
2965351201,33358370617201,417600,28-06-2021,1
1036941062,33358378535401,417600,07-06-2021,1
9013811365,33358378535601,417600,07-06-2021,2
8062759788,33358378535801,417600,07-06-2021,4
4282527818,33358378536001,417600,07-06-2021,6
1387819267,33358378536201,417600,07-06-2021,23
4560163903,33358378536401,417600,07-06-2021,43
9179632457,33358378536601,417600,07-06-2021,43
3963761408,33358378536801,417600,07-06-2021,21
3779867639,33358378537001,417600,07-06-2021,6
1935972504,33358378537201,417600,07-06-2021,1
6680750126,33358391946001,417600,02-08-2021,1
9380473682,33358391946201,417600,02-08-2021,2
5910083232,33358391946401,417600,02-08-2021,2
3829856439,33358391946601,417600,02-08-2021,2
7253908420,33358391946801,417600,02-08-2021,1
9869802011,33358453145401,417600,01-10-2021,40
8996477749,33358453145601,417600,01-10-2021,80
6860490756,33358453145801,417600,01-10-2021,120
8226661028,33358453146001,417600,01-10-2021,200
8630981644,33358453146201,417600,01-10-2021,320
4273000089,33358453146401,417600,01-10-2021,500
2669850257,33358453146601,417600,01-10-2021,440
9335603925,33358453146801,417600,01-10-2021,300
3354665243,33358453147001,417600,01-10-2021,100
1343208924,33358453147201,417600,01-10-2021,40
5088297066,33358484615401,417600,01-11-2021,40
7768572797,33358484615601,417600,01-11-2021,80
2386076040,33358484615801,417600,01-11-2021,120
4679744641,33358484616001,417600,01-11-2021,200
9196421246,33358484616201,417600,01-11-2021,320
3911199643,33358484616401,417600,01-11-2021,500
4295160181,33358484616601,417600,01-11-2021,440
7239363317,33358484616801,417600,01-11-2021,300
1564844906,33358484617001,417600,01-11-2021,100
5878392407,33358484617201,417600,01-11-2021,40
2491546694,33358494845401,417600,02-08-2021,40
8578308419,33358494845601,417600,02-08-2021,80
5727466210,33358494845801,417600,02-08-2021,120
7984441305,33358494846001,417600,02-08-2021,200
6915982048,33358494846201,417600,02-08-2021,320
5730810419,33358494846401,417600,02-08-2021,500
4198408515,33358494846601,417600,02-08-2021,440
6197428804,33358494846801,417600,02-08-2021,300
5078481198,33358494847001,417600,02-08-2021,100
7867740885,33358494847201,417600,02-08-2021,40
2947693644,33358494875401,417600,01-06-2021,40
8999803719,33358494875601,417600,01-06-2021,80
5327430213,33358494875801,417600,01-06-2021,120
5468711748,33358494876001,417600,01-06-2021,200
9806329568,33358494876201,417600,01-06-2021,320
6945915750,33358494876401,417600,01-06-2021,500
1956922978,33358494876601,417600,01-06-2021,440
5085030356,33358494876801,417600,01-06-2021,300
4236917599,33358494877001,417600,01-06-2021,100
7743790944,33358494877201,417600,01-06-2021,40
3534581749,33358699895401,417600,07-06-2021,12
7992892196,33358699895601,417600,07-06-2021,15
4212729966,33358699895801,417600,07-06-2021,20
3355799582,33358699896001,417600,07-06-2021,20
1403401087,33358699896201,417600,07-06-2021,30
5664649436,33358699896401,417600,07-06-2021,40
1791685040,33358699896601,417600,07-06-2021,40
9458678272,33358699896801,417600,07-06-2021,30
8194790380,33358699897001,417600,07-06-2021,25
7498460983,33358699897201,417600,07-06-2021,10
9838580355,33358734875801,417600,02-06-2021,1
3987686973,33358734876001,417600,02-06-2021,2
5946891583,33358734876201,417600,02-06-2021,2
4944251608,33358734876401,417600,02-06-2021,3
8509083440,33358734876601,417600,02-06-2021,3
9960222660,33358734876801,417600,02-06-2021,2
1833252182,33358734877001,417600,02-06-2021,1
9381720713,33358756895801,417600,16-07-2021,1
1509293228,33358756896001,417600,16-07-2021,2
1346921990,33358756896201,417600,16-07-2021,2
7516815506,33358756896401,417600,16-07-2021,2
5971783980,33358756896601,417600,16-07-2021,2
3673026529,33358756896801,417600,16-07-2021,2
8303590562,33358756897001,417600,16-07-2021,2
7398690158,33358756897201,417600,16-07-2021,1
9027548604,33358794365801,417600,02-06-2021,1
6946561360,33358794366001,417600,02-06-2021,2
6890566801,33358794366201,417600,02-06-2021,2
8904789799,33358794366401,417600,02-06-2021,3
5568545894,33358794366601,417600,02-06-2021,3
4351396203,33358794366801,417600,02-06-2021,2
3136577842,33358794367001,417600,02-06-2021,1
5751957346,33358832555401,417600,01-06-2021,2
1162098764,33358832555601,417600,01-06-2021,3
8653613570,33358832555801,417600,01-06-2021,4
2873621501,33358832556001,417600,01-06-2021,4
4094129598,33358832556201,417600,01-06-2021,5
6200565292,33358832556401,417600,01-06-2021,8
4698175020,33358832556601,417600,01-06-2021,8
3270457194,33358832556801,417600,01-06-2021,6
6516533850,33358832557001,417600,01-06-2021,4
4945784373,33358832557201,417600,01-06-2021,2
8554119657,33358832585401,417600,16-08-2021,2
4658074187,33358832585601,417600,16-08-2021,3
3593426810,33358832585801,417600,16-08-2021,4
1616361676,33358832586001,417600,16-08-2021,4
9543773646,33358832586201,417600,16-08-2021,5
3708605901,33358832586401,417600,16-08-2021,8
6841564591,33358832586601,417600,16-08-2021,8
4256548430,33358832586801,417600,16-08-2021,6
9920115310,33358832587001,417600,16-08-2021,4
1086403036,33358832587201,417600,16-08-2021,2
5459308000,33358846595401,417600,16-08-2021,1
3707992761,33358846595601,417600,16-08-2021,1
3377891802,33358846595801,417600,16-08-2021,2
3593633921,33358846596001,417600,16-08-2021,1
4824716435,33358846596201,417600,16-08-2021,1
2374448818,33358846596401,417600,16-08-2021,2
6344966046,33358846596601,417600,16-08-2021,1
4043216043,33358846596801,417600,16-08-2021,1
1007232620,33359059325401,417600,28-06-2021,6
7490078185,33359059325601,417600,28-06-2021,8
6172632299,33359059325801,417600,28-06-2021,12
4094729025,33359059326001,417600,28-06-2021,14
7417324520,33359059326201,417600,28-06-2021,28
8018791859,33359059326401,417600,28-06-2021,27
6520602146,33359059326601,417600,28-06-2021,10
7903263513,33359059326801,417600,28-06-2021,9
5584623356,33359059327001,417600,28-06-2021,8
1288103181,33359059327201,417600,28-06-2021,3
1395900056,33359107235801,417600,16-07-2021,1
9707905571,33359107236001,417600,16-07-2021,1
9691549321,33359107236201,417600,16-07-2021,3
6710108563,33359107236401,417600,16-07-2021,3
6474635690,33359107236601,417600,16-07-2021,3
9685902214,33359107236801,417600,16-07-2021,3
2497413239,33359107237001,417600,16-07-2021,1
8595760606,33359349785401,417600,18-10-2021,1
3809623802,33359349785601,417600,18-10-2021,1
9028443366,33359349785801,417600,18-10-2021,3
3948631599,33359349786001,417600,18-10-2021,4
5793388445,33359349786201,417600,18-10-2021,16
7490547273,33359349786401,417600,18-10-2021,31
3303349628,33359349786601,417600,18-10-2021,32
6420274899,33359349786801,417600,18-10-2021,16
5260907002,33359349787001,417600,18-10-2021,5
3954110869,33359349787201,417600,18-10-2021,1
4612864245,33359350025401,417600,22-11-2021,1
8386334968,33359350025601,417600,22-11-2021,2
8675532873,33359350025801,417600,22-11-2021,4
4191719482,33359350026001,417600,22-11-2021,6
5599732235,33359350026201,417600,22-11-2021,23
8197181022,33359350026401,417600,22-11-2021,43
8780845617,33359350026601,417600,22-11-2021,43
6744338913,33359350026801,417600,22-11-2021,21
9925171426,33359350027001,417600,22-11-2021,6
2884932897,33359350027201,417600,22-11-2021,1
7542150202,33359412005401,417600,16-08-2021,1
5326873119,33359412005601,417600,16-08-2021,2
2682267611,33359412005801,417600,16-08-2021,3
5798987718,33359412006001,417600,16-08-2021,5
5227132600,33359412006201,417600,16-08-2021,21
2338411087,33359412006401,417600,16-08-2021,36
9882623121,33359412006601,417600,16-08-2021,37
1656155851,33359412006801,417600,16-08-2021,19
2813884528,33359412007001,417600,16-08-2021,5
1692960059,33359412007201,417600,16-08-2021,1
6001720495,33359412125601,417600,16-09-2021,1
1014984633,33359412125801,417600,16-09-2021,2
2508712416,33359412126001,417600,16-09-2021,2
8622296254,33359412126201,417600,16-09-2021,8
6839881060,33359412126401,417600,16-09-2021,17
8020306029,33359412126601,417600,16-09-2021,17
9408399886,33359412126801,417600,16-09-2021,9
8477885935,33359412127001,417600,16-09-2021,3
9135237126,33359412127201,417600,16-09-2021,1
9594258050,33359517336001,417600,16-08-2021,1
7140002179,33359517336201,417600,16-08-2021,1
5068291890,33359517336401,417600,16-08-2021,1
6669723335,33359517336601,417600,16-08-2021,1
1711954552,33359517336801,417600,16-08-2021,1
6442474918,33359517337001,417600,16-08-2021,1
2603184542,33359529755401,417600,16-07-2021,2
7838376116,33359529755601,417600,16-07-2021,2
2100722634,33359529755801,417600,16-07-2021,2
8381704343,33359529756001,417600,16-07-2021,2
1980614311,33359529756201,417600,16-07-2021,2
7638613723,33359529756401,417600,16-07-2021,2
1623342556,33359529756601,417600,16-07-2021,2
5331252804,33359529756801,417600,16-07-2021,2
9332677586,33359529757001,417600,16-07-2021,2
7078480864,33359591766201,417600,01-07-2021,18
2573952033,33359591766401,417600,01-07-2021,36
2546179681,33359591766601,417600,01-07-2021,36
4970143265,33359591766801,417600,01-07-2021,18
9685389880,33359620985401,417600,02-06-2021,1
7836121661,33359620985601,417600,02-06-2021,1
4187405602,33359620985801,417600,02-06-2021,2
7056433850,33359620986001,417600,02-06-2021,2
9358498312,33359620986201,417600,02-06-2021,2
1422785015,33359620986401,417600,02-06-2021,2
1468590728,33359620986601,417600,02-06-2021,2
9671536661,33359620986801,417600,02-06-2021,1
1048083974,33359620987001,417600,02-06-2021,1
7276707932,33359622965601,417600,16-08-2021,1
4479814068,33359622965801,417600,16-08-2021,1
9492277994,33359622966001,417600,16-08-2021,1
3449126723,33359622966201,417600,16-08-2021,1
9671680380,33359622966401,417600,16-08-2021,1
4751171782,33359622966601,417600,16-08-2021,1
8981821339,33359622966801,417600,16-08-2021,1
4186237064,33359622967001,417600,16-08-2021,1
3718231590,33359622995601,417600,16-08-2021,1
6424359262,33359622995801,417600,16-08-2021,1
1147682318,33359622996001,417600,16-08-2021,1
1360499800,33359622996201,417600,16-08-2021,1
1722965680,33359622996401,417600,16-08-2021,1
7656258179,33359622996601,417600,16-08-2021,1
9273853565,33359622996801,417600,16-08-2021,1
9407267669,33359622997001,417600,16-08-2021,1
8166405617,33359623025601,417600,16-08-2021,1
7381305624,33359623025801,417600,16-08-2021,1
3768964098,33359623026001,417600,16-08-2021,1
6443458607,33359623026201,417600,16-08-2021,1
7960169941,33359623026401,417600,16-08-2021,1
2174964087,33359623026601,417600,16-08-2021,1
8961186377,33359623026801,417600,16-08-2021,1
7437822835,33359623027001,417600,16-08-2021,1
1524019956,33359623055601,417600,16-08-2021,1
6903821364,33359623055801,417600,16-08-2021,1
7185706286,33359623056001,417600,16-08-2021,1
4155262521,33359623056201,417600,16-08-2021,1
1351663315,33359623056401,417600,16-08-2021,1
4002223436,33359623056601,417600,16-08-2021,1
6010465169,33359623056801,417600,16-08-2021,1
3145413968,33359623057001,417600,16-08-2021,1
9488880340,33359624736001,417600,16-08-2021,1
5639376943,33359624736201,417600,16-08-2021,2
7230294239,33359624736401,417600,16-08-2021,2
3827152060,33359624736601,417600,16-08-2021,2
9839278767,33359624736801,417600,16-08-2021,1
3321461130,33359624737001,417600,16-08-2021,1
4666137009,33359637665001,417600,16-08-2021,1
6141108572,33359637665201,417600,16-08-2021,1
6513504823,33359637665401,417600,16-08-2021,2
4732219367,33359637665601,417600,16-08-2021,2
4260810664,33359637665701,417600,16-08-2021,1
2083685030,33359660735601,417600,16-08-2021,1
9461544608,33359660735801,417600,16-08-2021,1
3501147519,33359660736001,417600,16-08-2021,1
2436316733,33359660736201,417600,16-08-2021,1
4907135575,33359660736401,417600,16-08-2021,1
8785881409,33359660736601,417600,16-08-2021,1
6869877498,33359660736801,417600,16-08-2021,1
7246885232,33359660737001,417600,16-08-2021,1
7460051335,33359660765601,417600,16-08-2021,1
6288186483,33359660765801,417600,16-08-2021,1
9522747929,33359660766001,417600,16-08-2021,1
6127889092,33359660766201,417600,16-08-2021,1
2907895643,33359660766401,417600,16-08-2021,1
5428980116,33359660766601,417600,16-08-2021,1
9781832458,33359660766801,417600,16-08-2021,1
1724346880,33359660767001,417600,16-08-2021,1
6663751510,33359668685601,417600,16-08-2021,1
8592837289,33359668685801,417600,16-08-2021,1
9930536684,33359668686001,417600,16-08-2021,1
5844118291,33359668686201,417600,16-08-2021,1
7984166563,33359668686401,417600,16-08-2021,1
5188882115,33359668686601,417600,16-08-2021,1
3560124901,33359668686801,417600,16-08-2021,1
1513030207,33359668687001,417600,16-08-2021,1
9604920463,33359668715601,417600,16-08-2021,1
7903769755,33359668715801,417600,16-08-2021,1
8861184902,33359668716001,417600,16-08-2021,1
2985399848,33359668716201,417600,16-08-2021,1
5168606853,33359668716401,417600,16-08-2021,1
7071445601,33359668716601,417600,16-08-2021,1
1991423785,33359668716801,417600,16-08-2021,1
2033341904,33359668717001,417600,16-08-2021,1
6199837386,33359668745601,417600,16-08-2021,1
5069966698,33359668745801,417600,16-08-2021,1
8721198802,33359668746001,417600,16-08-2021,1
6876140939,33359668746201,417600,16-08-2021,1
4451695916,33359668746401,417600,16-08-2021,1
1780467910,33359668746601,417600,16-08-2021,1
9409736996,33359668746801,417600,16-08-2021,1
7224804594,33359668747001,417600,16-08-2021,1
2757212095,33359668775601,417600,16-08-2021,1
7888804501,33359668775801,417600,16-08-2021,1
4817176411,33359668776001,417600,16-08-2021,1
9620990769,33359668776201,417600,16-08-2021,1
3018751641,33359668776401,417600,16-08-2021,1
5495265564,33359668776601,417600,16-08-2021,1
2987776220,33359668776801,417600,16-08-2021,1
3785419750,33359668777001,417600,16-08-2021,1
3313131977,33359668805601,417600,16-08-2021,1
4765080702,33359668805801,417600,16-08-2021,1
9295394499,33359668806001,417600,16-08-2021,1
6100820840,33359668806201,417600,16-08-2021,1
1394740592,33359668806401,417600,16-08-2021,1
1360018016,33359668806601,417600,16-08-2021,1
9173987820,33359668806801,417600,16-08-2021,1
3485715769,33359668807001,417600,16-08-2021,1
2819958875,33359668835601,417600,16-08-2021,1
8558715750,33359668835801,417600,16-08-2021,1
8204340269,33359668836001,417600,16-08-2021,1
5000031012,33359668836201,417600,16-08-2021,1
9609237457,33359668836401,417600,16-08-2021,1
4984029613,33359668836601,417600,16-08-2021,1
3233929430,33359668836801,417600,16-08-2021,1
5333036893,33359668837001,417600,16-08-2021,1
9959013483,33359685995601,417600,02-06-2021,1
8397008215,33359685995801,417600,02-06-2021,1
9791864094,33359685996001,417600,02-06-2021,1
1561852674,33359685996201,417600,02-06-2021,1
5713477320,33359685996401,417600,02-06-2021,1
6102327468,33359685996601,417600,02-06-2021,1
4023340378,33359685996801,417600,02-06-2021,1
3744888653,33359708975401,417600,16-07-2021,3
8529994784,33359708975601,417600,16-07-2021,4
3112915762,33359708975801,417600,16-07-2021,12
2518916335,33359708976001,417600,16-07-2021,16
5883349863,33359708976201,417600,16-07-2021,25
3770303826,33359708976401,417600,16-07-2021,25
1935424794,33359708976601,417600,16-07-2021,25
3915408079,33359708976801,417600,16-07-2021,25
9031226820,33359708977001,417600,16-07-2021,11
3492007220,33359708977201,417600,16-07-2021,4
5563775192,33359717945601,417600,02-06-2021,1
5072017047,33359717945801,417600,02-06-2021,2
4177479459,33359717946001,417600,02-06-2021,1
2637193890,33359717946201,417600,02-06-2021,1
3657966395,33359717946401,417600,02-06-2021,2
2651631747,33359717946601,417600,02-06-2021,2
1803687234,33359717946801,417600,02-06-2021,1
2893965844,33359717947001,417600,02-06-2021,1
1094656246,33359717947201,417600,02-06-2021,1
5738214247,33359721185401,417600,02-06-2021,1
4317113582,33359721185601,417600,02-06-2021,1
6984802682,33359721185801,417600,02-06-2021,2
1453119100,33359721186001,417600,02-06-2021,2
9534456271,33359721186201,417600,02-06-2021,3
5885042569,33359721186401,417600,02-06-2021,3
2464359402,33359721186601,417600,02-06-2021,3
2204417863,33359721186801,417600,02-06-2021,2
6781401153,33359721187001,417600,02-06-2021,1
6228936657,33359721187201,417600,02-06-2021,1
7761412879,33359721245401,417600,01-06-2021,3
2873860122,33359721245601,417600,01-06-2021,8
1268866452,33359721245801,417600,01-06-2021,8
5658165446,33359721246001,417600,01-06-2021,10
2913508139,33359721246201,417600,01-06-2021,15
9368348035,33359721246401,417600,01-06-2021,15
1802172150,33359721246601,417600,01-06-2021,15
6782297201,33359721246801,417600,01-06-2021,12
1842445970,33359721247001,417600,01-06-2021,6
8520684470,33359721247201,417600,01-06-2021,2
8847373809,33359751125401,417600,01-07-2021,20
2133248170,33359751125601,417600,01-07-2021,25
3971311285,33359751125801,417600,01-07-2021,25
5709962497,33359751126001,417600,01-07-2021,30
4139211602,33359751126201,417600,01-07-2021,35
7888388177,33359751126401,417600,01-07-2021,45
4566941621,33359751126601,417600,01-07-2021,45
2957412094,33359751126801,417600,01-07-2021,45
